Codigo Punto de Venta;Punto de Venta;Empresas;Latitud;Longitud;Canal;Zona;Distrito
454065;LA CAVA MIRAFLORES;PERNOD RICARD PERU S.A.;-6.7615076;-79.860428;TRADICIONAL;CHICLAYO;CHICLAYO
454066;LA CAVA JOSE EUFENIO;PERNOD RICARD PERU S.A.;-6.7658054;-79.8524492;TRADICIONAL;CHICLAYO;CHICLAYO
454067;LA CAVA ZARUMILLA;PERNOD RICARD PERU S.A.;-6.7731923;-79.8688107;TRADICIONAL;CHICLAYO;CHICLAYO
454068;LA CAVA SAENZ PEÑA;PERNOD RICARD PERU S.A.;-6.756570102;-79.83374468;TRADICIONAL;CHICLAYO;CHICLAYO
454070;ACHOLADO LICORERIA;PERNOD RICARD PERU S.A.;-6.76071825;-79.83502865;TRADICIONAL;CHICLAYO;CHICLAYO
454071;TONEL LICORERIA;PERNOD RICARD PERU S.A.;-6.759001;-79.833514;TRADICIONAL;FUERA_DE_RUTA;CHICLAYO
454073;EL CATADOR;PERNOD RICARD PERU S.A.;-6.780012673;-79.84145526;TRADICIONAL;CHICLAYO;CHICLAYO
454076;LICORERIA 360 MIRAFLORES;PERNOD RICARD PERU S.A.;-6.780545388;-79.85499497;TRADICIONAL;CHICLAYO;CHICLAYO
454077;LICORERIA PUNTO AZUL;PERNOD RICARD PERU S.A.;-6.779714373;-79.85415812;TRADICIONAL;CHICLAYO;CHICLAYO
454081;LA BODEGUETTA;PERNOD RICARD PERU S.A.;-8.109213063;-79.0318315;TRADICIONAL;TRUJILLO;TRUJILLO
454082;LA CAVA PIURA;PERNOD RICARD PERU S.A.;-5.182341322;-80.62994767;TRADICIONAL;PIURA;PIURA
454083;LA CAVA LA TABERNA;PERNOD RICARD PERU S.A.;-6.780392374;-79.84233324;TRADICIONAL;CHICLAYO;CHICLAYO
454090;LICORERIA SANTA MARGARITA;PERNOD RICARD PERU S.A.;-5.1653088;-80.66437;TRADICIONAL;PIURA;PIURA
454099;LICORERIA 24 HORAS;PERNOD RICARD PERU S.A.;-5.1879794;-80.6513362;TRADICIONAL;PIURA;PIURA
454101;SUPER SOL CUSCO BUENDIA;PERNOD RICARD PERU S.A.;-13.5224901;-71.9833789;TRADICIONAL;FUERA_DE_RUTA;CUSCO
454102;SUPER SOL GARCILAZO;PERNOD RICARD PERU S.A.;-13.523058;-71.967424;TRADICIONAL;FUERA_DE_RUTA;CUSCO
454103;SUPER SOL CUSCO GRAU;PERNOD RICARD PERU S.A.;-13.5243061;-71.9777305;TRADICIONAL;FUERA_DE_RUTA;CUSCO
454104;SUPER AHORRO GRAU;PERNOD RICARD PERU S.A.;-13.5232818;-71.9776812;TRADICIONAL;CUSCO;CUSCO
454107;TERRUA VINOTECA;PERNOD RICARD PERU S.A.;-16.388108;-71.5470927;TRADICIONAL;AREQUIPA;AREQUIPA
474488;SUPER SOL TITO;PERNOD RICARD PERU S.A.;-13.5338332;-71.9605424;TRADICIONAL;CUSCO;CUSCO
474489;J&R;PERNOD RICARD PERU S.A.;-12.0410023;-76.9476645;TRADICIONAL;LIMA;SANTA ANITA
486937;PR - SOTO PAREJA CLORINDA;PERNOD RICARD PERU S.A.;-11.9839859;-77.0696622;TRADICIONAL;LIMA;LIMA
486940;PR - PE?ALOZA CHICO ANGEL GABRIEL;PERNOD RICARD PERU S.A.;-12.276375;-76.8702801;TRADICIONAL;LIMA;LIMA
486965;BAZAR ROMESA;PERNOD RICARD PERU S.A.;-8.122940908;-79.02821216;TRADICIONAL;TRUJILLO;TRUJILLO
486968;BODEGA TITOS;PERNOD RICARD PERU S.A.;-8.120006691;-79.03232994;TRADICIONAL;TRUJILLO;TRUJILLO
486979;MINIMARKET FARGOS FLORES;PERNOD RICARD PERU S.A.;-8.136032107;-79.03736733;TRADICIONAL;TRUJILLO;TRUJILLO
486980;MINIMARKET FARGOS SAN ANDRES MZ LL3;PERNOD RICARD PERU S.A.;-8.130539;-79.044538;TRADICIONAL;TRUJILLO;TRUJILLO
486981;BLACK BAR;PERNOD RICARD PERU S.A.;-8.126442067;-79.03268861;TRADICIONAL;TRUJILLO;TRUJILLO
486982;VINTRAGOS LARCO;PERNOD RICARD PERU S.A.;-8.1271054;-79.041055;TRADICIONAL;TRUJILLO;TRUJILLO
486983;VINTRAGOS CESAR VALLEJO;PERNOD RICARD PERU S.A.;-8.127842816;-79.03033681;TRADICIONAL;TRUJILLO;TRUJILLO
486988;MILENIUM LIQUOR STORE;PERNOD RICARD PERU S.A.;-8.1242171;-79.0329111;TRADICIONAL;FUERA_DE_RUTA;TRUJILLO
486989;DESTILADOS;PERNOD RICARD PERU S.A.;-8.130147796;-79.04189772;TRADICIONAL;TRUJILLO;TRUJILLO
486991;LICORERIA GINEBRA;PERNOD RICARD PERU S.A.;-8.122121089;-79.03950525;TRADICIONAL;TRUJILLO;TRUJILLO
486994;MINIMARKET FARGOS LOS JARDINES;PERNOD RICARD PERU S.A.;-8.134335014;-79.03555036;TRADICIONAL;TRUJILLO;TRUJILLO
486998;TABACO Y RON 1;PERNOD RICARD PERU S.A.;-8.101449313;-79.03232834;TRADICIONAL;FUERA_DE_RUTA;TRUJILLO
487001;TABACO Y RON AMERICA SUR;PERNOD RICARD PERU S.A.;-8.1227057;-79.0395369;TRADICIONAL;TRUJILLO;TRUJILLO
487002;TABACO Y RON LARCO;PERNOD RICARD PERU S.A.;-8.1333947;-79.0463072;TRADICIONAL;TRUJILLO;TRUJILLO
487008;MINIMARKET YOSIMAR CALLE 3;PERNOD RICARD PERU S.A.;-8.098851643;-79.04869357;TRADICIONAL;TRUJILLO;TRUJILLO
487009;MINIMARKET ESTACION 18;PERNOD RICARD PERU S.A.;-8.127708664;-79.04780599;TRADICIONAL;FUERA_DE_RUTA;TRUJILLO
487322;SUPER LAMBAYEQUE;PERNOD RICARD PERU S.A.;-6.701008253;-79.90487337;TRADICIONAL;CHICLAYO;CHICLAYO
487323;SUPER PIMENTEL;PERNOD RICARD PERU S.A.;-6.8372717;-79.9357711;TRADICIONAL;CHICLAYO;CHICLAYO
487325;PUICON GONZALES MARIA FERNANDA;PERNOD RICARD PERU S.A.;-6.8826027;-79.8679261;TRADICIONAL;CHICLAYO;CHICLAYO
487330;MARKET SANTA YSABEL BOLOGNESI;PERNOD RICARD PERU S.A.;-6.780948;-79.85653;TRADICIONAL;CHICLAYO;CHICLAYO
487337;LICORERIA DON ELMER;PERNOD RICARD PERU S.A.;-6.794118093;-79.83714219;TRADICIONAL;CHICLAYO;CHICLAYO
487341;LICORERIA 360 GRAU;PERNOD RICARD PERU S.A.;-6.789345284;-79.84725949;TRADICIONAL;CHICLAYO;CHICLAYO
487351;LAS BARRICAS EXPRESS IGNACIO MERINO;PERNOD RICARD PERU S.A.;-5.1794502;-80.6414905;TRADICIONAL;PIURA;PIURA
487352;EPA (GRIFO AVA);PERNOD RICARD PERU S.A.;-5.160492889;-80.6230705;TRADICIONAL;PIURA;PIURA
487354;EL GALLO;PERNOD RICARD PERU S.A.;-5.1699668;-80.6538817;TRADICIONAL;FUERA_DE_RUTA;PIURA
487357;D LUCHOS;PERNOD RICARD PERU S.A.;-5.1878452;-80.6515832;TRADICIONAL;PIURA;PIURA
487360;LICORERIA EL BUNKER PIURA;PERNOD RICARD PERU S.A.;-5.1800467;-80.672489;TRADICIONAL;PIURA;PIURA
487363;LAS BARRICAS EXPRESS LUIS MONTERO;PERNOD RICARD PERU S.A.;-5.197844478;-80.620997;TRADICIONAL;PIURA;PIURA
487364;MARQT DON MANUEL;PERNOD RICARD PERU S.A.;-5.170901578;-80.63059776;TRADICIONAL;PIURA;PIURA
487365;MR BRANDY PIURA;PERNOD RICARD PERU S.A.;-5.1876782;-80.6178794;TRADICIONAL;PIURA;PIURA
487366;LICORERIA AMARETTO;PERNOD RICARD PERU S.A.;-5.191939;-80.6092381;TRADICIONAL;PIURA;PIURA
487367;MAX MARKET GRAU;PERNOD RICARD PERU S.A.;-5.1921289;-80.6419495;TRADICIONAL;PIURA;PIURA
487368;MAX MARKET PANAMERICANA;PERNOD RICARD PERU S.A.;-5.1729259;-80.6807194;TRADICIONAL;PIURA;PIURA
487369;MARKET SAN RAMON;PERNOD RICARD PERU S.A.;-5.182513;-80.6400266;TRADICIONAL;PIURA;PIURA
487506;BOTILLERIA;PERNOD RICARD PERU S.A.;-16.39651721;-71.53467002;TRADICIONAL;FUERA_DE_RUTA;
487507;LICORERIA NUVO BODEGA;PERNOD RICARD PERU S.A.;-16.39336362;-71.53642074;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
487509;LICORERIA;PERNOD RICARD PERU S.A.;-16.39613758;-71.53549421;TRADICIONAL;FUERA_DE_RUTA;
487513;LICORERIA WOO HOO;PERNOD RICARD PERU S.A.;-16.41579142;-71.5275836;TRADICIONAL;FUERA_DE_RUTA;JOSE LUIS BUSTAMANTE Y RIVERO
494732;PR-PADILLA DIAZ TITO;PERNOD RICARD PERU S.A.;-6.6438028;-79.3854049;TRADICIONAL;CHICLAYO;CHICLAYO
494752;PR-CHAPO?AN LLAUCE CESAR OSWALDO;PERNOD RICARD PERU S.A.;-6.541594;-80.012348;TRADICIONAL;CHICLAYO;CHICLAYO
494753;PR-ZEÑA SANDOVAL MARIA DELFINA;PERNOD RICARD PERU S.A.;-6.5411729;-80.0124785;TRADICIONAL;CHICLAYO;CHICLAYO
494769;PR-DIAZ LLUEN ANA LUISA;PERNOD RICARD PERU S.A.;-6.8822248;-79.9204556;TRADICIONAL;CHICLAYO;CHICLAYO
494772;PR-DIAZ MELENDEZ MIGUEL ALDAIR;PERNOD RICARD PERU S.A.;-6.87997942;-79.92155958;TRADICIONAL;CHICLAYO;CHICLAYO
494774;PR-SAAVEDRA BALAREZO NORMA S;PERNOD RICARD PERU S.A.;-6.882274415;-79.92044732;TRADICIONAL;CHICLAYO;CHICLAYO
494775;PR-OROZCO JACINTO MELISA DEL ROCIO;PERNOD RICARD PERU S.A.;-6.877518958;-79.9216982;TRADICIONAL;CHICLAYO;CHICLAYO
494779;PR-OBLITAS IDROGO ORFELINA;PERNOD RICARD PERU S.A.;-6.740226777;-79.7029207;TRADICIONAL;CHICLAYO;CHICLAYO
494781;TONEL INCANATO;PERNOD RICARD PERU S.A.;-6.7607118;-79.8377302;TRADICIONAL;CHICLAYO;CHICLAYO
494784;PR-GONZALES CHUMACERO WILLAM BALTAZAR;PERNOD RICARD PERU S.A.;-6.751116364;-79.85348234;TRADICIONAL;CHICLAYO;CHICLAYO
494790;PR-LLUEN GUZMAN ESTHER;PERNOD RICARD PERU S.A.;-6.877308617;-79.8744038;TRADICIONAL;CHICLAYO;CHICLAYO
494794;PR-CAPUÑAY GARAY VIOLETA;PERNOD RICARD PERU S.A.;-6.879648596;-79.87553481;TRADICIONAL;CHICLAYO;CHICLAYO
494795;PR-BERNAL PALMA FRANK JOEL;PERNOD RICARD PERU S.A.;-6.814826;-79.8390555;TRADICIONAL;FUERA_DE_RUTA;CHICLAYO
494800;PR-DELGADO VEGA ROLANDO;PERNOD RICARD PERU S.A.;-6.77082548;-79.84300093;TRADICIONAL;CHICLAYO;CHICLAYO
494810;PR-DAVILA VASQUEZ JAMES NEWTON;PERNOD RICARD PERU S.A.;-6.762743182;-79.87233469;TRADICIONAL;CHICLAYO;CHICLAYO
494812;PR-CARRILLO PISCOYA ANA ROSA;PERNOD RICARD PERU S.A.;-6.7003052;-79.90232982;TRADICIONAL;CHICLAYO;CHICLAYO
494814;PR-CULCAS RAYMUNDO CLAUDIA IVETTE;PERNOD RICARD PERU S.A.;-6.6966969;-79.902812;TRADICIONAL;CHICLAYO;CHICLAYO
494815;PR-CARRASCO RIOS ESPERANZA;PERNOD RICARD PERU S.A.;-6.5412806;-80.0152125;TRADICIONAL;CHICLAYO;CHICLAYO
494818;PR-AYALA PAIVA LUIS EDGARDO;PERNOD RICARD PERU S.A.;-6.767879264;-79.77713818;TRADICIONAL;CHICLAYO;CHICLAYO
507503;MINIMARKET A BUEN PRECIO;PERNOD RICARD PERU S.A.;-16.4251547;-71.51526977;TRADICIONAL;AREQUIPA;AREQUIPA
507634;EL REDUCTO;PERNOD RICARD PERU S.A.;-12.11224646;-77.00671298;TRADICIONAL;LIMA;SURQUILLO
507647;PR - MENDOZA LA ROSA RONALD MANUEL;PERNOD RICARD PERU S.A.;-12.2760434;-76.8680774;TRADICIONAL;LIMA;LURIN
507663;PR - INVERSIONES COTI COTI S.A.C;PERNOD RICARD PERU S.A.;-11.9365209;-77.0717253;TRADICIONAL;LIMA;PUENTE PIEDRA
507673;PR - SILVA QUINTO JOSELYN;PERNOD RICARD PERU S.A.;-12.1959078;-76.9841319;TRADICIONAL;LIMA;CHORRILLOS
507674;PR - ALMIRON BERRIO FIDEL;PERNOD RICARD PERU S.A.;-12.19582748;-76.98462677;TRADICIONAL;LIMA;CHORRILLOS
507675;PR - ORDONEZ ALCANTARA NAPOLEON;PERNOD RICARD PERU S.A.;-12.1677121;-77.0249618;TRADICIONAL;LIMA;CHORRILLOS
507690;PR - FERNANDES ROJAS NEWTON JHON;PERNOD RICARD PERU S.A.;-11.9144297;-77.0744518;TRADICIONAL;LIMA;PUENTE PIEDRA
507709;PR - INVERSIONES OLA SUR 1;PERNOD RICARD PERU S.A.;-12.3318208;-76.8249032;TRADICIONAL;LIMA;PUNTA HERMOSA
507828;LICORERIA CHOLO FINO;PERNOD RICARD PERU S.A.;-6.705288;-79.9072296;TRADICIONAL;CHICLAYO;CHICLAYO
507829;LICORERIA PORTON 1;PERNOD RICARD PERU S.A.;-6.702159051;-79.90658998;TRADICIONAL;CHICLAYO;CHICLAYO
507832;LICORERIA MAKAKOS;PERNOD RICARD PERU S.A.;-6.7606923;-79.8347174;TRADICIONAL;CHICLAYO;CHICLAYO
507834;LICOER?A ANEJA TRADICION;PERNOD RICARD PERU S.A.;-6.756513;-79.836869;TRADICIONAL;CHICLAYO;CHICLAYO
507841;PR- COMBUSTIBLES EL CARMEN SAC;PERNOD RICARD PERU S.A.;-6.773247273;-79.82966673;TRADICIONAL;CHICLAYO;CHICLAYO
507842;PR- DIAZ SAMAME JAVIER ROCKY;PERNOD RICARD PERU S.A.;-6.6374921;-79.3933385;TRADICIONAL;CHICLAYO;CHICLAYO
507843;PR- PADILLA SOLIS MILTON PAUL;PERNOD RICARD PERU S.A.;-6.6424113;-79.3868793;TRADICIONAL;CHICLAYO;CHICLAYO
507845;PR- ALVARADO NIQUEN MERLY;PERNOD RICARD PERU S.A.;-6.767797742;-79.87219751;TRADICIONAL;FUERA_DE_RUTA;CHICLAYO
507853;PR- SANCHEZ CESPEDES PAOLA ELIZABETH;PERNOD RICARD PERU S.A.;-6.547294539;-79.86369547;TRADICIONAL;CHICLAYO;CHICLAYO
507854;PR- LLONTOP GONZALES ESPERANZA;PERNOD RICARD PERU S.A.;-6.8652396;-79.8712789;TRADICIONAL;CHICLAYO;CHICLAYO
507855;PR- QUESQUEN DE GONZALES KLIANA;PERNOD RICARD PERU S.A.;-6.814808;-79.8390672;TRADICIONAL;FUERA_DE_RUTA;CHICLAYO
507858;PR- FARRO SOPLAPUCO LUIS FERNANDO;PERNOD RICARD PERU S.A.;-5.9910505;-79.7474504;TRADICIONAL;CHICLAYO;CHICLAYO
507859;PR- CHAMBERGO MAZA PATRICIA;PERNOD RICARD PERU S.A.;-5.9837433;-79.7421105;TRADICIONAL;CHICLAYO;CHICLAYO
507860;PR- ACOSTA NOMBERTO NARDANIA GUISELLA;PERNOD RICARD PERU S.A.;-5.9884972;-79.7474864;TRADICIONAL;CHICLAYO;CHICLAYO
507862;PR- JULCA CASTANEDA ROSMERY YANINA;PERNOD RICARD PERU S.A.;-6.77013778;-79.87296218;TRADICIONAL;FUERA_DE_RUTA;CHICLAYO
507869;PR- CABANILLAS PRADO YOLANDA;PERNOD RICARD PERU S.A.;-6.8842071;-79.9180417;TRADICIONAL;CHICLAYO;CHICLAYO
507870;PR- SAAVEDRA ALARCON JHONY ALEXANDER;PERNOD RICARD PERU S.A.;-6.8812711;-79.9178119;TRADICIONAL;CHICLAYO;CHICLAYO
507942;PR- CARDENAS SEGURA RICARDO LEONEL;PERNOD RICARD PERU S.A.;-12.1026724;-77.0016567;TRADICIONAL;LIMA;LIMA
507943;PR- PUGLIESE VELASQUEZ ANDREA;PERNOD RICARD PERU S.A.;-12.1488127;-76.9738179;TRADICIONAL;LIMA;LIMA
507955;VINTRAGOS JESUS DE NAZARETH;PERNOD RICARD PERU S.A.;-8.107873507;-79.04404228;TRADICIONAL;TRUJILLO;TRUJILLO
507956;MINIMARKET YOSIMAR CALLE 7;PERNOD RICARD PERU S.A.;-8.097036406;-79.04818763;TRADICIONAL;TRUJILLO;TRUJILLO
507957;LICORERIA MASTER;PERNOD RICARD PERU S.A.;-8.121581974;-79.04732808;TRADICIONAL;TRUJILLO;TRUJILLO
507958;MINIMARKET ROCIO;PERNOD RICARD PERU S.A.;-8.12514546;-79.02653101;TRADICIONAL;FUERA_DE_RUTA;TRUJILLO
507960;LA PREVIA EXPRESS;PERNOD RICARD PERU S.A.;-8.096421204;-79.0174679;TRADICIONAL;TRUJILLO;TRUJILLO
507962;LICORERIA BAZAR FREDITA;PERNOD RICARD PERU S.A.;-8.123515;-79.0308597;TRADICIONAL;TRUJILLO;TRUJILLO
507964;BODEGA EL CHINO;PERNOD RICARD PERU S.A.;-12.126463;-77.032578;TRADICIONAL;FUERA_DE_RUTA;TRUJILLO
507966;LICORERIA TRAUMA SHOP;PERNOD RICARD PERU S.A.;-5.1679336;-80.6556478;TRADICIONAL;PIURA;PIURA
538272;PANA MARKET 24 HORAS;PERNOD RICARD PERU S.A.;-5.189283384;-80.60008772;TRADICIONAL;PIURA;PIURA
538274;LICORERIA COLD DRINKS D YOMER;PERNOD RICARD PERU S.A.;-5.226164;-80.6283176;TRADICIONAL;FUERA_DE_RUTA;PIURA
538275;LICORERIA TABACO Y RON PIURA;PERNOD RICARD PERU S.A.;-5.1643411;-80.6666976;TRADICIONAL;PIURA;PIURA
538277;MINI MARKET MELENDRES;PERNOD RICARD PERU S.A.;-5.173499584;-80.64360046;TRADICIONAL;PIURA;PIURA
538278;PR-LUIS DAVID;PERNOD RICARD PERU S.A.;-5.203555;-80.6458355;TRADICIONAL;PIURA;PIURA
538279;GALLEGOS;PERNOD RICARD PERU S.A.;-5.188607;-80.6063161;TRADICIONAL;PIURA;PIURA
538280;LICORERIA LA TIA DORIS;PERNOD RICARD PERU S.A.;-5.1779164;-80.6494692;TRADICIONAL;PIURA;PIURA
538282;LICORERIA 24 HORAS BAM BAM;PERNOD RICARD PERU S.A.;-5.1986407;-80.6290097;TRADICIONAL;PIURA;PIURA
538283;MINIMARKET CHINITO;PERNOD RICARD PERU S.A.;-16.41336263;-71.50062203;TRADICIONAL;AREQUIPA;AREQUIPA
538287;LICORERIA VINOS Y PISCOS;PERNOD RICARD PERU S.A.;-16.42190981;-71.54244304;TRADICIONAL;AREQUIPA;AREQUIPA
538292;FIGOS MARKET;PERNOD RICARD PERU S.A.;-16.40161356;-71.54782891;TRADICIONAL;AREQUIPA;AREQUIPA
538294;TIENDA TOTAL;PERNOD RICARD PERU S.A.;-16.40085185;-71.52984738;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
538295;TIENDA LUCY;PERNOD RICARD PERU S.A.;-16.35468129;-71.54279706;TRADICIONAL;AREQUIPA;AREQUIPA
538296;MINIMARKET MERCAFAMILIA;PERNOD RICARD PERU S.A.;-16.40809967;-71.51747704;TRADICIONAL;AREQUIPA;AREQUIPA
538299;TIENDA LA CHINITA;PERNOD RICARD PERU S.A.;-16.40044952;-71.52938604;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
538300;MINI MARKET D BRANS;PERNOD RICARD PERU S.A.;-16.4272325;-71.5189349;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
538301;PR-MINI BODEGA;PERNOD RICARD PERU S.A.;-16.38513197;-71.57026881;TRADICIONAL;AREQUIPA;AREQUIPA
538303;MINI MARKET SANTA ROSA;PERNOD RICARD PERU S.A.;-16.38184714;-71.56891108;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
538305;MINI MARKET LA ESTACION;PERNOD RICARD PERU S.A.;-16.38103379;-71.5518415;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
538306;MINI MARKET YAMMY;PERNOD RICARD PERU S.A.;-16.38169776;-71.54680967;TRADICIONAL;AREQUIPA;AREQUIPA
538307;PR-AUTOSERVICIO EXPRESS;PERNOD RICARD PERU S.A.;-16.403501;-71.549288;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
538308;MINIMARKET PAPAYA;PERNOD RICARD PERU S.A.;-16.40336991;-71.54782891;TRADICIONAL;AREQUIPA;AREQUIPA
538310;MARKET LA CASERA;PERNOD RICARD PERU S.A.;-16.40644653;-71.56274199;TRADICIONAL;AREQUIPA;AREQUIPA
538314;PR-TIENDA HATUN;PERNOD RICARD PERU S.A.;-16.35605041;-71.54362322;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
538315;MINIMARKET Y Y LICORES A BUEN PRECIO;PERNOD RICARD PERU S.A.;-16.4245403;-71.51571751;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
538317;LICORERIA CHARAPA;PERNOD RICARD PERU S.A.;-16.3854507;-71.5546376;TRADICIONAL;AREQUIPA;AREQUIPA
538707;MINIMARKET VICTORIA;PERNOD RICARD PERU S.A.;-6.795045005;-79.84510305;TRADICIONAL;CHICLAYO;CHICLAYO
538712;PR-BODEGA GIAN Y KIARA LA VICTORIA;PERNOD RICARD PERU S.A.;-6.795066305;-79.84812852;TRADICIONAL;FUERA_DE_RUTA;CHICLAYO
538714;LA CAVA LA VICTORIA;PERNOD RICARD PERU S.A.;-6.7936341;-79.8409443;TRADICIONAL;CHICLAYO;CHICLAYO
538715;LICORERIA BBT1+;PERNOD RICARD PERU S.A.;-6.7858336;-79.8661045;TRADICIONAL;CHICLAYO;CHICLAYO
538717;PR-LA CENTRAL;PERNOD RICARD PERU S.A.;-5.9880855;-79.7476053;TRADICIONAL;CHICLAYO;CHICLAYO
538718;LA BARRICA SALAVERRY;PERNOD RICARD PERU S.A.;-6.76909713;-79.86662059;TRADICIONAL;CHICLAYO;CHICLAYO
538719;LICORERIA STRAGOS (TUMAN);PERNOD RICARD PERU S.A.;-6.749075446;-79.70330521;TRADICIONAL;CHICLAYO;CHICLAYO
538720;LICORERIA EL CATADOR (POMALCA);PERNOD RICARD PERU S.A.;-6.768087792;-79.77558505;TRADICIONAL;CHICLAYO;CHICLAYO
538721;LICORERIA YUKI;PERNOD RICARD PERU S.A.;-6.8813402;-79.9212051;TRADICIONAL;CHICLAYO;CHICLAYO
538722;LICORERIA LLONCHUN;PERNOD RICARD PERU S.A.;-6.88123;-79.9176691;TRADICIONAL;CHICLAYO;CHICLAYO
538727;PR-MARY CARLA;PERNOD RICARD PERU S.A.;-6.1555983;-79.7157203;TRADICIONAL;CHICLAYO;CHICLAYO
538728;LICORERIA HORA BBR;PERNOD RICARD PERU S.A.;-6.1545102;-79.715302;TRADICIONAL;CHICLAYO;CHICLAYO
538730;PR-ZOE MARKET;PERNOD RICARD PERU S.A.;-6.1532523;-79.7175088;TRADICIONAL;CHICLAYO;CHICLAYO
538732;PR-GOMEZ CORDOVA;PERNOD RICARD PERU S.A.;-6.1546866;-79.7165503;TRADICIONAL;CHICLAYO;CHICLAYO
538733;LICORERIA LA TABERNITA;PERNOD RICARD PERU S.A.;-6.5422178;-80.0122374;TRADICIONAL;CHICLAYO;CHICLAYO
538734;LICORERIA AMOLETO;PERNOD RICARD PERU S.A.;-6.541407913;-80.01330994;TRADICIONAL;CHICLAYO;CHICLAYO
545899;LICORERIA MINIMARKET LUANA;PERNOD RICARD PERU S.A.;-11.9942232;-77.0682858;TRADICIONAL;LIMA;LIMA
545900;LICORERIA TEQUILA II;PERNOD RICARD PERU S.A.;-12.0063182;-77.0800049;TRADICIONAL;LIMA;LIMA
545901;MAYRA SJM;PERNOD RICARD PERU S.A.;-12.1570908;-76.9729261;TRADICIONAL;LIMA;LIMA
545902;MAYRA SURCO;PERNOD RICARD PERU S.A.;-12.1301709;-76.9809012;TRADICIONAL;LIMA;LIMA
545903;PR- INVERSIONES COTI COTI II S.A.C;PERNOD RICARD PERU S.A.;-11.88918692;-77.06774862;TRADICIONAL;LIMA;LIMA
545904;PR-INVERSIONES COTI COTI III S.A.C;PERNOD RICARD PERU S.A.;-11.88025741;-77.06931783;TRADICIONAL;LIMA;LIMA
545948;PR-CASTILLO LOPEZ ANTONIO;PERNOD RICARD PERU S.A.;-11.85745789;-77.08563801;TRADICIONAL;LIMA;LIMA
545950;PR-MORENO CHEGNI MARTHA;PERNOD RICARD PERU S.A.;-11.86441136;-77.08271541;TRADICIONAL;LIMA;LIMA
545952;PR-RAMOS RIOJA DE ESPINOZA GIOVANNA ELIZABETH;PERNOD RICARD PERU S.A.;-11.86493568;-77.07552843;TRADICIONAL;LIMA;LIMA
545953;LICORERIA KOVA PUENTE PIEDRA;PERNOD RICARD PERU S.A.;-11.86620515;-77.07668949;TRADICIONAL;LIMA;PUENTE PIEDRA
545968;PR-PERALTA SANCHEZ ANTHONY JOAN ALEJANDRO;PERNOD RICARD PERU S.A.;-11.98604963;-77.09089581;TRADICIONAL;LIMA;LIMA
545969;LICORERIA WARGO S.A.C;PERNOD RICARD PERU S.A.;-12.07500372;-77.08740726;TRADICIONAL;LIMA;LIMA
545984;LICORERIA ROSITA;PERNOD RICARD PERU S.A.;-12.14668124;-76.97114725;TRADICIONAL;LIMA;SAN JUAN DE MIRAFLORES
545987;PR-ROGEL MONCADA MARIA;PERNOD RICARD PERU S.A.;-12.23336128;-76.92342471;TRADICIONAL;LIMA;LIMA
545992;LICORERIA KASAMA;PERNOD RICARD PERU S.A.;-12.2154113;-76.94068272;TRADICIONAL;LIMA;VILLA EL SALVADOR
545995;PR-SANCHEZ GONZALEZ MERLIN;PERNOD RICARD PERU S.A.;-11.95523083;-77.06140291;TRADICIONAL;LIMA;LIMA
545996;PR-SILVA QUIQUIA FRESSY;PERNOD RICARD PERU S.A.;-11.91314674;-77.05561639;TRADICIONAL;LIMA;LIMA
574305;LICORERIA 360-3;PERNOD RICARD PERU S.A.;-6.783911967;-79.86268757;TRADICIONAL;CHICLAYO;CHICLAYO
574307;LICORERIA ALCAPONE;PERNOD RICARD PERU S.A.;-16.37562389;-71.55998468;TRADICIONAL;AREQUIPA;AREQUIPA
574308;MINI MARKET LA GRINGA;PERNOD RICARD PERU S.A.;-16.37458911;-71.55978084;TRADICIONAL;AREQUIPA;AREQUIPA
574309;HIPER FULL MARKET;PERNOD RICARD PERU S.A.;-16.42129276;-71.52961135;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
574310;LICORERIA BBT+;PERNOD RICARD PERU S.A.;-16.40794357;-71.53205752;TRADICIONAL;AREQUIPA;AREQUIPA
585569;HUAYRUROS MARKET (SAN BLAS);PERNOD RICARD PERU S.A.;-13.5148516;-71.9748906;TRADICIONAL;CUSCO;CUSCO
585570;LUCAS MARKET;PERNOD RICARD PERU S.A.;-13.5297603;-71.9435321;TRADICIONAL;CUSCO;WANCHAQ
585572;TITO MARKET;PERNOD RICARD PERU S.A.;-13.5154317;-71.9757581;TRADICIONAL;CUSCO;CUSCO
585573;ORION ( HOSPITAL);PERNOD RICARD PERU S.A.;-13.5247502;-71.9556411;TRADICIONAL;CUSCO;CUSCO
585574;SUPER AHORRO (INFANCIA);PERNOD RICARD PERU S.A.;-13.5271104;-71.9688955;TRADICIONAL;CUSCO;CUSCO
